,Team 1,Team 1 Label,T1 American Indian/Alaska Native,T1 Asian or Asian/Pacific Islander,T1 Hispanic,T1 Black,T1 White,T1 Nat. Hawaiian or Other Pacific Isl.,T1 Two or More Races,T1 Total Students,T1 Grades 9-12 Students,T1 Free and Reduced Lunch,T1 Pupil/Teacher Ratio,T1 Charter School,T1 Magnet School,T1 Expenditures/Pupil,MV,Total Games,Total Wins,Win Percentage
269182,East Union,11043,0.0,0.0,4.1,0.4,93.3,0.0,2.2,267.0,159.0,0.446,10.7,0,1,15787,-12.695652173913043,24,7,29.2
269206,Easton Valley,11044,0.0,0.0,3.5,0.9,93.9,0.0,1.8,228.0,152.0,0.307,13.55,0,1,21190,23.625,24,20,83.3
269230,East Sac County,11045,0.4,0.0,3.2,0.0,94.4,0.0,2.0,251.0,251.0,0.45,10.87,0,1,16479,0.5652173913043478,25,10,40.0
269255,Edgewood-Colesburg,11046,0.0,0.5,5.0,0.0,92.8,0.0,1.8,222.0,145.0,0.351,10.88,0,1,14662,17.708333333333332,27,20,74.1
269282,Essex,11047,0.0,0.0,6.2,1.0,90.6,0.0,2.1,96.0,61.0,0.427,10.92,0,1,19179,-44.8235294117647,18,0,0.0
269300,Eddyville-Blakesburg-Fremont,11048,0.0,0.0,2.6,0.5,96.2,0.0,0.7,424.0,276.0,0.311,15.14,0,1,13702,22.727272727272727,23,20,87.0
269323,Estherville Lincoln Central,11049,0.0,0.7,23.7,1.0,72.0,0.0,2.7,410.0,410.0,0.463,14.56,0,1,14231,7.416666666666667,25,16,64.0
269348,English Valleys,11050,0.0,0.8,7.7,3.2,85.8,0.0,2.4,247.0,142.0,0.413,11.99,0,1,14355,-4.681818181818182,24,12,50.0
269372,Emmetsburg,11051,0.4,2.9,4.4,1.5,90.1,0.0,0.7,273.0,273.0,0.454,13.4,0,1,13275,-19.666666666666668,23,1,4.3
269395,Exira-EHK,11052,0.0,0.5,2.7,0.5,94.7,0.0,1.6,188.0,116.0,0.394,12.4,0,1,17448,4.25,25,15,60.0
269420,Forest City,11053,0.3,1.2,9.5,2.8,82.9,0.6,2.8,327.0,327.0,0.321,11.7,0,1,13093,2.1739130434782608,23,12,52.2
269443,Fremont-Mills,11054,,,,,,,,,,,,0,0,,1.1363636363636365,22,8,36.4
269465,Fairfield,11055,0.2,2.5,5.5,1.8,85.4,0.0,4.5,487.0,487.0,0.405,16.02,0,1,14088,4.2727272727272725,24,10,41.699999999999996
269489,Fort Madison,11056,0.0,0.4,7.9,2.4,83.9,0.2,5.2,541.0,541.0,0.462,15.24,0,1,14045,15.565217391304348,24,18,75.0
269513,Fort Dodge,11057,0.1,0.8,13.1,8.1,70.3,0.7,7.0,1065.0,1065.0,0.51,16.44,0,1,15764,-17.65,22,3,13.600000000000001
269535,GMG,11058,0.9,2.7,3.1,1.8,91.5,0.0,0.0,224.0,155.0,0.326,13.25,0,1,12244,-13.736842105263158,22,5,22.7
269557,Garner-Hayfield/Ventura,11059,0.0,0.0,4.0,0.7,92.7,0.0,2.7,300.0,300.0,0.247,13.55,0,1,12731,9.875,24,17,70.8
269581,George-Little Rock,11060,0.8,0.8,4.6,0.0,86.9,4.6,2.3,130.0,130.0,0.346,8.86,0,1,14682,-15.391304347826088,27,2,7.3999999999999995
269608,Gehlen Catholic,11061,,,,,,,,,,,,0,0,,5.608695652173913,23,14,60.9
269631,Gilbert,11062,,,,,,,,,,,,0,0,,-13.19047619047619,23,5,21.7
269654,Gladbrook-Reinbeck,11063,0.0,0.4,4.4,0.0,92.0,0.0,3.1,226.0,150.0,0.332,9.75,0,1,15915,23.423076923076923,28,24,85.7
269682,Glenwood,11064,,,,,,,,,,,,0,0,,3.6363636363636362,22,13,59.099999999999994
269704,Glidden-Ralston,11065,0.0,0.0,2.2,1.4,96.4,0.0,0.0,138.0,88.0,0.21,11.22,0,1,12455,-24.90909090909091,23,3,13.0
269727,Grinnell,11066,0.4,0.7,4.0,1.1,89.2,0.0,4.6,452.0,452.0,0.277,13.44,0,1,14140,-11.636363636363637,22,4,18.2
269749,Graettinger-Terril/Ruthven-Ayrshire,11067,0.0,2.8,4.2,2.8,80.3,0.0,9.9,71.0,46.0,0.352,17.75,0,1,21132,4.0,26,16,61.5
269775,Greene County,11068,,,,,,,,,,,,0,0,,-4.666666666666667,23,8,34.8
269798,Grand View Christian,11069,,,,,,,,,,,,0,0,,33.041666666666664,24,23,95.8
269822,Griswold,11070,0.0,0.0,5.2,0.9,92.6,0.0,1.3,229.0,139.0,0.345,12.3,0,1,16204,-23.19047619047619,22,4,18.2
269844,Hampton-Dumont/CAL,11071,,,,,,,,,,,,0,0,,0.05,20,10,50.0
269864,Harris-Lake Park,11072,,,,,,,,,,,,0,0,,-13.526315789473685,23,4,17.4
269887,Hampton-Dumont,11073,1.1,0.0,36.4,0.2,60.8,0.0,1.5,467.0,467.0,0.572,13.09,0,1,13768,-0.8461538461538461,13,5,38.5
269900,Hartley-Melvin-Sanborn,11074,0.0,0.0,16.7,1.0,81.9,0.0,0.5,204.0,204.0,0.387,10.74,0,1,34549,-1.3181818181818181,23,10,43.5
269923,Harlan,11075,0.2,0.4,5.2,0.4,93.0,0.4,0.4,483.0,483.0,0.342,14.1,0,1,12400,10.083333333333334,24,18,75.0
269947,H-L-V,11076,,,,,,,,,,,,0,0,,-13.869565217391305,24,5,20.8
269971,Hillcrest Academy,11077,1.7,1.7,13.3,0.0,81.7,0.0,1.7,60.0,60.0,,5.22,1,1,,6.875,16,11,68.8
269987,Heartland Christian,11078,1.0,1.0,1.0,1.6,88.7,0.0,6.7,253.0,41.0,,10.26,1,1,,-3.0,19,6,31.6
270006,Grundy Center,11079,0.4,0.0,0.4,0.9,94.6,0.9,2.7,224.0,224.0,0.29,10.52,0,1,11870,6.842105263157895,23,12,52.2
270029,Highland,11080,0.6,0.0,10.9,0.0,87.9,0.0,0.6,174.0,174.0,0.19,9.22,0,1,17507,-13.238095238095237,21,4,19.0
270050,Hinton,11081,0.0,0.6,1.4,0.0,94.9,0.0,3.1,354.0,244.0,0.257,18.08,0,1,11038,11.25,24,16,66.7
270074,Hempstead,11082,0.1,1.1,5.5,8.2,76.9,3.5,4.7,1685.0,1685.0,0.367,15.39,0,1,14052,1.7272727272727273,23,12,52.2
270097,Holy Trinity Catholic,11083,0.0,0.4,7.9,2.4,83.9,0.2,5.2,541.0,541.0,0.462,15.24,0,1,14045,-17.428571428571427,22,5,22.7
270119,Hudson,11084,0.0,0.8,5.6,0.6,88.1,0.0,4.8,354.0,226.0,0.257,14.04,0,1,14155,-4.238095238095238,24,7,29.2
270143,Hoover,11085,0.2,17.1,24.3,29.5,23.4,0.1,5.4,959.0,959.0,0.807,19.26,0,1,16187,1.7894736842105263,19,13,68.4
270162,Humboldt,11086,0.0,0.4,10.7,0.6,84.8,0.2,3.3,487.0,487.0,0.312,17.53,0,1,12773,10.185185185185185,27,22,81.5
270189,IKM/Manning,11087,,,,,,,,,,,,0,0,,-5.954545454545454,24,8,33.300000000000004
270213,Independence,11088,,,,,,,,,,,,0,0,,1.4761904761904763,24,11,45.800000000000004
270237,Indianola,11089,0.2,0.8,5.2,1.1,88.7,0.1,4.0,1105.0,1105.0,0.225,17.37,0,1,12838,13.363636363636363,24,17,70.8
270261,Iowa School for the Deaf,11090,0.5,0.8,10.4,2.0,82.6,0.0,3.6,919.0,919.0,0.295,16.16,0,1,16417,-22.142857142857142,9,0,0.0
270270,Interstate 35,11091,0.0,0.4,4.9,0.0,92.0,0.0,2.3,264.0,264.0,0.208,11.67,0,1,14516,-21.076923076923077,13,2,15.4
270283,Iowa City,11092,0.2,2.7,18.8,17.9,54.2,0.1,5.4,1557.0,1557.0,0.401,14.84,0,1,17884,-3.7142857142857144,21,10,47.599999999999994
270304,Iowa City West,11093,0.2,11.1,11.8,23.2,48.7,0.1,4.7,1455.0,1455.0,0.351,16.16,0,1,17884,1.7619047619047619,23,12,52.2
270327,Janesville,11094,1.0,0.0,1.0,0.0,95.6,0.0,2.5,204.0,113.0,0.015,15.0,0,1,14460,7.304347826086956,25,17,68.0
270352,Iowa Falls-Alden,11095,0.2,0.2,9.1,1.9,86.2,0.0,2.3,428.0,428.0,0.364,13.84,0,1,12620,-1.4782608695652173,25,11,44.0
270377,Iowa Valley,11096,0.0,0.0,7.3,1.2,90.6,0.0,0.8,245.0,168.0,0.302,13.1,0,1,12839,16.304347826086957,24,18,75.0
270401,Jefferson,11097,0.1,1.6,9.9,24.9,54.8,0.4,8.5,1545.0,1545.0,0.628,17.23,0,1,16842,-4.363636363636363,25,8,32.0
270426,Jefferson,11098,0.3,1.4,19.0,4.7,71.6,0.2,2.7,1227.0,1227.0,0.778,18.65,0,1,17055,-21.3,22,1,4.5
270448,Johnston,11099,0.0,7.5,7.6,8.9,71.2,0.0,4.9,1792.0,1792.0,0.204,20.01,0,1,12896,10.166666666666666,27,20,74.1
270475,Jesup,11100,0.0,0.0,1.3,0.0,94.7,0.0,4.0,301.0,301.0,0.196,14.09,0,1,11161,17.923076923076923,27,20,74.1
270502,Kennedy,11101,,,,,,,,,,,,0,0,,14.32,26,21,80.80000000000001
270528,Keokuk,11102,0.2,0.2,4.3,3.6,84.2,0.0,7.5,577.0,577.0,0.523,17.92,0,1,12809,-10.272727272727273,24,4,16.7
270552,Kee,11103,0.9,0.0,2.8,0.9,94.4,0.0,0.9,108.0,108.0,0.352,6.99,0,1,14398,2.625,26,12,46.2
270578,Keota,11104,0.0,0.0,2.3,0.0,93.1,0.0,4.6,131.0,83.0,0.42,10.31,0,1,14830,3.5714285714285716,24,10,41.699999999999996
270602,Knoxville,11105,0.6,0.6,4.0,1.1,89.9,0.2,3.6,525.0,525.0,0.32,14.42,0,1,17354,-22.80952380952381,23,5,21.7
270625,Kuemper,11106,,,,,,,,1184.0,319.0,,12.73,1,1,,1.0869565217391304,23,11,47.8
270648,Kingsley-Pierson,11107,0.0,0.7,4.4,0.0,89.6,1.5,3.7,135.0,135.0,0.289,8.91,0,1,23044,9.454545454545455,23,15,65.2
270671,Lake Mills,11108,0.0,0.5,7.9,1.4,88.3,0.0,1.9,214.0,214.0,0.266,11.44,0,1,12634,27.615384615384617,27,24,88.9
270698,Lamoni,11109,0.0,1.0,4.8,1.0,86.5,1.0,5.8,104.0,104.0,0.404,14.48,0,1,15113,1.8181818181818181,23,13,56.49999999999999
270721,Lawton-Bronson,11110,1.6,0.0,4.4,1.9,89.7,0.0,2.5,319.0,213.0,0.201,16.4,0,1,13097,-12.333333333333334,20,6,30.0
270741,Le Mars,11111,0.9,0.6,13.3,4.9,74.6,1.5,4.1,654.0,654.0,0.286,16.77,0,1,11630,4.6521739130434785,23,12,52.2
270764,Lenox,11112,0.0,0.0,23.8,0.5,75.2,0.0,0.5,210.0,141.0,0.505,12.23,0,1,20010,3.65,22,9,40.9
270786,Lewis Central,11113,,,,,,,,,,,,0,0,,4.173913043478261,23,13,56.49999999999999
270809,Lincoln,11114,0.7,1.6,15.8,2.9,75.5,0.1,3.4,1353.0,1353.0,0.641,14.9,0,1,17055,16.57894736842105,19,14,73.7
270828,Linn-Mar,11115,0.3,5.7,5.0,5.5,78.0,0.0,5.4,2273.0,2273.0,0.208,17.55,0,1,15476,0.20833333333333334,26,11,42.3
270854,Liberty,11116,,,,,,,,,,,,0,0,,-5.478260869565218,23,10,43.5
270877,Lincoln,11117,0.3,7.3,35.3,12.0,39.4,0.1,5.5,2362.0,2362.0,0.76,26.01,0,1,16187,2.95,21,11,52.400000000000006
270898,Logan-Magnolia,11118,0.0,2.0,2.4,0.0,93.6,0.3,1.7,295.0,185.0,0.214,13.6,0,1,11872,-6.7894736842105265,23,5,21.7
270921,Lisbon,11119,0.0,0.0,4.2,0.5,92.6,0.0,2.6,189.0,189.0,0.233,9.45,0,1,15548,15.0,27,19,70.39999999999999
270948,Lone Tree,11120,0.0,0.0,7.5,0.0,90.8,0.0,1.8,228.0,143.0,0.329,16.29,0,1,12322,-12.476190476190476,23,4,17.4
270971,Lynnville-Sully,11121,1.2,0.6,0.6,0.0,97.5,0.0,0.0,161.0,161.0,0.199,15.19,0,1,14587,13.76,25,18,72.0
270996,MFL MarMac,11122,0.0,0.0,1.7,0.4,96.7,0.4,0.8,241.0,241.0,0.311,14.94,0,1,13387,13.454545454545455,23,17,73.9
271019,Louisa-Muscatine,11123,0.5,0.0,10.0,0.3,88.7,0.0,0.5,371.0,252.0,0.334,13.04,0,1,13681,-17.055555555555557,20,2,10.0
271039,Madrid,11124,0.0,0.5,2.0,0.5,92.9,0.0,4.1,196.0,196.0,0.184,10.32,0,1,16789,11.12,27,18,66.7
271066,MOC-Floyd Valley,11125,0.4,1.7,15.9,1.3,77.9,0.4,2.3,471.0,471.0,0.227,13.82,0,1,16027,-2.85,24,9,37.5
271090,Maquoketa Valley,11126,0.0,0.0,2.6,1.6,92.1,0.0,3.7,191.0,191.0,0.23,11.3,0,1,12937,0.6666666666666666,26,11,42.3
271116,Marquette,11127,0.0,1.0,0.0,0.0,99.0,0.0,0.0,234.0,62.0,,8.06,1,1,,-9.066666666666666,17,6,35.3
271133,Maple Valley-Anthon-Oto/Charter Oak-Ute,11128,,,,,,,,,,,,0,0,,-30.58823529411765,20,1,5.0
271153,Marcus-Meriden-Cleghorn/Remsen-Union,11129,0.5,0.0,4.6,0.5,91.3,0.0,3.1,195.0,195.0,0.277,13.0,0,1,19741,-5.619047619047619,23,7,30.4
271176,Marion,11130,0.3,5.7,5.0,5.5,78.0,0.0,5.4,2273.0,2273.0,0.208,17.55,0,1,15476,9.84,27,20,74.1
271203,Maquoketa,11131,0.2,0.2,1.8,2.2,88.6,4.0,3.0,502.0,502.0,0.46,12.77,0,1,15626,-1.8636363636363635,22,8,36.4
271225,Marshalltown,11132,0.4,6.2,54.8,3.0,33.1,0.1,2.4,1513.0,1513.0,0.576,14.86,0,1,14202,1.2272727272727273,23,12,52.2
271248,Martensdale-St. Mary's,11133,0.0,0.4,5.4,0.8,92.1,0.0,1.2,240.0,164.0,0.229,12.83,0,1,13473,16.708333333333332,28,20,71.39999999999999
271276,Mediapolis,11134,0.0,0.0,3.4,0.0,92.9,0.0,3.8,266.0,266.0,0.263,12.15,0,1,11986,3.142857142857143,23,14,60.9
271299,Mason City,11135,0.1,1.6,10.3,8.8,77.4,0.9,0.9,930.0,930.0,0.386,15.2,0,1,17424,-10.0,22,6,27.3
271321,Meskwaki Settlement,11136,,,,,,,,,,,,0,0,,-15.277777777777779,23,2,8.7
271344,Midland,11137,,,,,,,,,,,,0,0,,-23.61111111111111,20,3,15.0
271364,Mid-Prairie,11138,0.0,0.0,5.4,0.8,90.2,0.0,3.6,386.0,386.0,0.238,12.96,0,1,14682,20.76,26,24,92.30000000000001
271390,Missouri Valley,11139,0.9,0.9,7.3,0.9,88.9,0.0,1.3,234.0,234.0,0.321,10.99,0,1,17560,-14.0,25,3,12.0
271415,Montezuma,11140,0.0,0.6,1.3,1.3,94.9,0.0,1.9,156.0,156.0,0.333,13.45,0,1,13000,12.0,23,18,78.3
271438,Monticello,11141,0.0,0.3,2.8,1.4,94.2,0.0,1.4,363.0,363.0,0.289,13.38,0,1,15087,11.84,26,22,84.6
271464,Morning Star Academy,11142,0.0,0.5,4.0,2.0,88.9,0.5,4.0,234.0,45.0,,10.94,1,1,,-23.75,12,1,8.3
271476,Mormon Trail,11143,0.0,0.0,2.2,0.0,94.6,0.0,3.2,93.0,64.0,0.559,9.3,0,1,25320,18.23076923076923,20,9,45.0
271496,Moulton-Udell,11144,1.4,0.0,1.4,0.0,95.9,0.0,1.4,73.0,47.0,0.521,10.14,0,1,16843,-42.07692307692308,19,0,0.0
271515,Moravia,11145,0.0,0.0,1.9,1.4,94.0,0.0,2.8,216.0,126.0,0.37,14.4,0,1,13164,12.714285714285714,22,10,45.5
271537,Mt. Vernon,11146,0.0,0.7,2.0,1.4,89.3,0.0,6.3,441.0,441.0,0.125,15.81,0,1,13338,0.6818181818181818,23,13,56.49999999999999
271560,Mt. Pleasant,11147,0.2,5.3,9.7,2.7,77.8,0.0,4.4,549.0,549.0,0.419,12.75,0,1,13248,-1.7272727272727273,22,8,36.4
271582,Mount Ayr,11148,0.0,0.3,2.8,0.7,95.8,0.3,0.0,288.0,193.0,0.347,12.57,0,1,15470,10.954545454545455,26,17,65.4
271608,Murray,11149,0.0,0.0,7.3,0.0,92.0,0.0,0.7,150.0,83.0,0.26,11.85,0,1,13605,6.142857142857143,22,11,50.0
271630,Muscatine,11150,0.2,0.7,28.1,4.2,63.8,0.1,2.8,1475.0,1475.0,0.431,16.44,0,1,12790,-20.458333333333332,25,1,4.0
271655,Nashua-Plainfield,11151,0.0,0.0,0.3,1.0,97.1,0.0,1.6,313.0,168.0,0.265,12.57,0,1,12810,-3.0454545454545454,23,12,52.2
271678,Nevada,11152,0.0,1.9,7.7,2.1,82.3,0.2,5.6,468.0,468.0,0.308,14.17,0,1,15627,15.521739130434783,23,17,73.9
271701,New London,11153,0.0,0.0,3.3,4.0,90.0,0.0,2.7,300.0,169.0,0.377,12.95,0,1,12584,17.473684210526315,22,16,72.7
271723,New Hampton,11154,0.0,0.6,10.7,1.2,85.8,0.0,1.7,345.0,345.0,0.299,11.82,0,1,13096,-4.130434782608695,23,11,47.8
271746,Newell-Fonda,11155,0.6,0.0,16.1,0.0,78.7,1.1,3.4,174.0,174.0,0.414,10.51,0,1,14980,21.12,25,22,88.0
271771,Newman Catholic,11156,0.1,1.6,10.3,8.8,77.4,0.9,0.9,930.0,930.0,0.386,15.2,0,1,17424,26.16,25,22,88.0
271796,North Cedar,11157,,,,,,,,,,,,0,0,,-16.25,21,3,14.299999999999999
271817,North Butler,11158,0.0,0.7,2.0,0.0,95.6,0.0,1.7,293.0,191.0,0.218,13.03,0,1,15396,-0.7619047619047619,23,11,47.8
271840,Newton,11159,0.2,0.4,7.5,3.6,83.3,0.1,5.0,843.0,843.0,0.41,16.92,0,1,13873,3.0869565217391304,24,13,54.2
271864,North Fayette Valley,11160,0.0,0.3,6.5,0.0,89.5,0.0,3.7,323.0,323.0,0.372,11.75,0,1,16252,7.0,29,17,58.599999999999994
271893,Nodaway Valley,11161,0.5,0.0,3.1,0.0,93.4,0.0,3.1,196.0,196.0,0.388,11.51,0,1,14126,-7.083333333333333,26,8,30.8
271919,North Linn,11162,0.0,0.0,0.6,0.0,97.1,0.0,2.3,175.0,175.0,0.154,12.28,0,1,12658,42.42857142857143,30,27,90.0
271949,North Iowa,11163,0.0,0.0,11.2,0.0,84.5,0.0,3.4,116.0,116.0,0.25,16.98,0,1,16971,1.9545454545454546,23,12,52.2
271972,North Mahaska,11164,0.0,0.4,1.1,0.0,95.9,0.0,2.6,270.0,187.0,0.344,11.49,0,1,24742,17.75,25,17,68.0
271997,North Polk,11165,,,,,,,,,,,,0,0,,3.347826086956522,24,12,50.0
272021,North Scott,11166,0.7,0.7,6.1,2.4,86.7,0.1,3.3,1028.0,1028.0,0.179,16.35,0,1,11799,-3.5714285714285716,21,9,42.9
272042,North Tama,11167,0.0,0.0,3.4,1.0,92.2,0.0,3.4,205.0,142.0,0.41,9.62,0,1,12832,1.9166666666666667,24,13,54.2
272066,Northeast,11168,0.0,0.0,2.5,0.0,94.6,0.0,2.9,478.0,292.0,0.285,13.2,0,1,12715,5.166666666666667,24,14,58.3
272090,Northwood-Kensett,11169,0.0,0.0,7.9,1.3,87.2,0.0,3.5,227.0,158.0,0.366,12.05,0,1,15227,-13.80952380952381,23,5,21.7
272113,Northwest Webster,11170,0.5,0.3,2.2,0.0,95.1,0.0,1.9,365.0,246.0,0.252,16.81,0,1,12481,-12.409090909090908,23,5,21.7
272136,Notre Dame,11171,0.0,3.5,0.2,2.2,90.0,0.0,4.0,461.0,135.0,,12.11,1,1,,0.4666666666666667,19,5,26.3
272155,Norwalk,11172,0.3,1.8,6.0,1.5,85.7,0.0,4.7,1015.0,1015.0,0.2,16.54,0,1,12401,-1.4782608695652173,25,12,48.0
272180,North Union,11173,0.0,0.5,5.8,0.0,90.8,0.0,2.9,207.0,207.0,0.527,13.18,0,1,21964,-4.5,21,8,38.1
272201,Odebolt Arthur Battle Creek Ida Grove,11174,0.0,0.0,3.2,0.0,93.6,0.6,2.5,314.0,314.0,0.401,13.24,0,1,26334,9.857142857142858,22,15,68.2
272223,Oelwein,11175,0.3,0.3,7.1,2.0,84.6,0.0,5.7,351.0,351.0,0.49,13.71,0,1,16065,-20.68421052631579,22,3,13.600000000000001
272245,Ogden,11176,0.5,0.0,0.9,0.9,96.7,0.0,0.9,214.0,214.0,0.29,11.51,0,1,17743,0.7727272727272727,25,11,44.0
272270,Orient-Macksburg,11177,0.0,0.0,1.5,0.0,92.3,0.0,6.2,65.0,37.0,0.6,17.11,0,1,21402,-33.23809523809524,22,1,4.5
272292,Okoboji,11178,0.0,0.8,5.3,1.4,88.5,0.3,3.6,357.0,357.0,0.311,16.37,0,1,15437,1.4782608695652173,25,12,48.0
272317,Oskaloosa,11179,0.2,2.9,4.4,1.5,86.3,0.2,4.4,586.0,586.0,0.314,14.42,0,1,17214,-9.727272727272727,23,6,26.1
272340,Osage,11180,0.3,0.0,3.7,1.0,93.6,0.0,1.3,297.0,297.0,0.34,11.69,0,1,12353,15.681818181818182,23,16,69.6
272363,Ottumwa,11181,0.2,2.7,26.7,5.7,56.1,6.4,2.2,1378.0,1378.0,0.439,17.04,0,1,13753,-9.5,25,7,28.000000000000004
272388,Panorama,11182,0.0,0.0,3.8,0.4,94.9,0.0,0.9,235.0,235.0,0.413,13.24,0,1,13693,3.909090909090909,23,13,56.49999999999999
272411,Paton-Churdan,11183,0.0,0.0,4.3,2.2,87.1,0.0,6.5,93.0,59.0,0.441,31.0,0,1,14611,-18.27777777777778,24,1,4.2
272435,Pathway Christian,11184,0.0,0.0,1.6,3.3,95.1,0.0,0.0,61.0,16.0,,8.03,1,1,,9.7,31,21,67.7
272466,Pekin,11185,0.7,0.0,1.6,0.7,93.5,0.7,2.9,307.0,197.0,0.345,16.13,0,1,14565,-1.4545454545454546,25,9,36.0
272491,Pella,11186,0.3,2.7,3.1,2.2,88.5,0.0,3.1,738.0,738.0,0.16,15.91,0,1,12721,11.291666666666666,24,17,70.8
272515,Pella Christian,11187,,,,,,,,,,,,0,0,,12.461538461538462,26,19,73.1
272541,Perry,11188,0.2,0.7,57.6,2.6,35.8,0.2,3.0,573.0,573.0,0.513,14.4,0,1,17320,-28.181818181818183,22,2,9.1
272563,Pleasantville,11189,0.0,1.3,2.2,1.3,94.0,0.0,1.3,232.0,232.0,0.284,11.87,0,1,13169,7.666666666666667,22,11,50.0
272585,Pocahontas,11190,0.0,0.3,7.5,1.0,87.8,0.0,3.4,386.0,263.0,0.49,13.17,0,1,14784,-7.545454545454546,24,8,33.300000000000004
272609,Pleasant Valley,11191,,,,,,,,,,,,0,0,,16.82608695652174,23,22,95.7
272632,Postville,11192,0.0,0.0,59.2,5.4,33.6,0.0,1.8,333.0,228.0,0.697,12.16,0,1,14912,-23.0,19,2,10.5
272651,Prairie,11193,0.2,1.5,5.0,9.2,76.4,0.5,7.0,1290.0,1290.0,0.305,18.17,0,1,15256,8.956521739130435,25,18,72.0
272676,Prince of Peace Prep,11194,0.0,1.0,8.1,6.1,80.8,0.0,4.0,223.0,56.0,,10.48,1,1,,-18.833333333333332,22,3,13.600000000000001
272698,Red Oak,11195,0.0,0.2,9.5,0.8,86.9,0.0,2.6,505.0,340.0,0.537,17.53,0,1,14000,5.0,26,18,69.19999999999999
272724,Prairie City-Monroe,11196,0.0,0.0,4.2,0.3,94.3,0.3,0.9,334.0,334.0,0.216,13.95,0,1,12488,5.666666666666667,22,12,54.50000000000001
272746,Riceville,11197,0.0,0.5,4.3,0.0,94.1,0.0,1.1,187.0,103.0,0.348,11.95,0,1,16977,-5.636363636363637,24,9,37.5
272770,Regina,11198,0.0,5.6,8.8,3.5,78.1,0.0,4.1,342.0,209.0,,11.07,1,1,,-9.9,21,8,38.1
272791,Rockford,11199,,,,,,,,,,,,0,0,,-6.75,22,9,40.9
272813,Riverside,11200,,,,,,,,,,,,0,0,,0.8888888888888888,22,8,36.4
272835,Rock Valley,11201,0.0,0.0,0.0,0.0,100.0,0.0,0.0,384.0,108.0,,12.92,1,1,,13.653846153846153,26,21,80.80000000000001
272861,River Valley,11202,0.0,0.5,3.3,0.0,92.3,0.0,3.8,183.0,106.0,0.426,10.07,0,1,14646,-22.31578947368421,23,2,8.7
272884,Ridge View,11203,0.0,0.8,15.8,1.2,80.4,0.0,1.7,240.0,240.0,0.325,12.68,0,1,29998,-3.6315789473684212,23,10,43.5
272907,Roland-Story,11204,0.3,0.3,6.7,0.3,90.1,0.0,2.3,342.0,342.0,0.175,16.06,0,1,13660,19.12,27,22,81.5
272934,Seymour,11205,0.0,1.3,0.7,0.0,95.3,0.0,2.7,150.0,79.0,0.58,12.35,0,1,17355,-1.0769230769230769,21,6,28.599999999999998
272955,Saydel,11206,0.0,1.2,17.3,0.9,76.0,0.0,4.6,433.0,433.0,0.621,13.22,0,1,21842,-5.5,22,10,45.5
272977,Sheldon,11207,0.3,2.6,20.7,0.9,74.4,0.3,0.9,352.0,352.0,0.358,14.02,0,1,12016,-10.090909090909092,25,6,24.0
273002,Sergeant Bluff-Luton,11208,0.2,3.2,8.1,1.6,84.5,0.0,2.4,504.0,504.0,0.214,17.13,0,1,12762,-3.8181818181818183,23,8,34.8
273025,Roosevelt,11209,0.2,3.0,16.7,26.1,45.8,0.3,7.8,2064.0,2064.0,0.559,29.44,0,1,16187,-7.944444444444445,19,5,26.3
273044,Shenandoah,11210,,,,,,,,,,,,0,0,,-22.772727272727273,24,3,12.5
273068,Sibley-Ocheyedan,11211,0.0,0.0,18.8,0.0,78.1,2.2,0.9,224.0,224.0,0.473,11.83,0,1,13136,-14.863636363636363,26,4,15.4
273094,Sidney,11212,0.0,0.0,4.1,0.4,93.1,0.0,2.4,246.0,171.0,0.435,11.89,0,1,21065,10.045454545454545,23,13,56.49999999999999
273117,Sigourney,11213,0.0,0.8,1.2,1.2,95.3,0.0,1.6,257.0,178.0,0.401,13.93,0,1,13967,0.6470588235294118,23,9,39.1
273140,Sioux Center,11214,,,,,,,,,,,,0,0,,-1.1428571428571428,26,11,42.3
273166,Siouxland Christian,11215,0.0,1.0,87.2,7.7,3.1,1.0,0.0,213.0,64.0,,8.02,1,1,,-14.307692307692308,16,2,12.5
273182,Sioux City West,11216,3.8,3.5,40.1,7.6,38.2,0.9,5.8,1286.0,1286.0,0.737,15.44,0,1,12658,-15.578947368421053,20,6,30.0
273202,Sioux Central,11217,0.0,0.4,8.1,1.2,88.4,0.0,1.9,259.0,259.0,0.425,14.23,0,1,12818,13.391304347826088,23,18,78.3
273225,South Central Calhoun,11218,,,,,,,,,,,,0,0,,13.565217391304348,24,17,70.8
273249,Sioux City North,11219,2.4,4.6,40.4,9.8,38.3,1.2,3.3,1580.0,1580.0,0.559,19.57,0,1,12658,-15.5,20,3,15.0
273269,Sioux City East,11220,,,,,,,,,,,,0,0,,14.434782608695652,23,17,73.9
273292,South Hamilton,11221,0.0,0.6,11.9,0.3,85.4,0.0,1.8,335.0,220.0,0.197,13.72,0,1,13677,-12.3,22,3,13.600000000000001
273314,South O'Brien,11222,,,,,,,,,,,,0,0,,5.708333333333333,25,15,60.0
273339,Solon,11223,0.0,0.6,2.5,0.6,94.2,0.0,2.1,482.0,482.0,0.066,15.77,0,1,11834,5.875,24,14,58.3
273363,South Hardin,11224,0.4,0.9,8.4,1.3,86.3,0.0,2.6,227.0,227.0,0.366,12.13,0,1,17783,0.24,27,13,48.1
