,Team 1,Team 1 Label,num boys Sports,T1 American Indian/Alaska Native,T1 Asian or Asian/Pacific Islander,T1 Hispanic,T1 Black,T1 White,T1 Nat. Hawaiian or Other Pacific Isl.,T1 Two or More Races,T1 Total Students,T1 Grades 9-12 Students,T1 Pupil/Teacher Ratio,T1 Charter School,T1 Magnet School,T1 Private School,MV,Total Games,Total Wins,Win Percentage
1647,Shoals Christian,1648,6.0,0.0,1.2,3.2,4.0,85.9,0.0,5.6,267.0,78.0,9.39,1,1,1.0,-10.23076923076923,27,8,29.6
1660,St. Bernard Prep,1661,8.0,0.0,10.3,24.0,0.0,61.1,0.0,4.6,175.0,128.0,6.01,1,1,1.0,-15.38095238095238,21,3,14.3
1666,St. Paul's Episcopal,1667,10.0,0.0,0.7,0.8,8.1,90.1,0.0,0.3,1213.0,391.0,8.63,1,1,1.0,-3.333333333333333,27,10,37.0
1667,St. John Paul II,1668,9.0,1.1,4.0,15.5,5.1,71.9,0.3,2.1,374.0,374.0,11.87,1,1,1.0,-5.592592592592593,27,9,33.300000000000004
1675,Sumiton Christian,1676,5.0,0.7,1.0,1.0,2.0,90.0,1.7,3.7,324.0,134.0,13.0,1,1,1.0,-13.48,25,4,16.0
1677,Tabernacle,1678,5.0,0.0,1.5,3.7,2.4,92.3,0.0,0.0,393.0,99.0,14.3,1,1,1.0,17.12,26,25,96.2
1686,Theodore,1687,8.0,0.0,4.1,14.8,9.5,71.6,0.0,0.0,243.0,56.0,15.28,1,1,1.0,4.428571428571429,28,17,60.7
1689,Trinity Christian,1690,4.0,0.0,0.0,1.0,7.9,91.1,0.0,0.0,171.0,16.0,8.08,1,1,1.0,-6.0,9,4,44.4
1693,Tuscaloosa Academy,1694,6.0,0.0,10.3,2.6,7.7,71.8,0.0,7.7,42.0,8.0,4.38,1,1,1.0,15.625,16,11,68.8
1694,Tuscaloosa Christian,1695,4.0,0.0,1.3,0.0,3.6,93.4,0.0,1.6,329.0,88.0,14.07,1,1,1.0,0.15,20,10,50.0
1695,Trinity Presbyterian,1696,9.0,0.0,5.6,2.2,3.4,85.3,0.0,3.4,247.0,68.0,10.64,1,1,1.0,-0.32,25,12,48.0
1700,Victory Christian,1701,6.0,0.0,2.7,3.6,5.7,87.8,0.3,0.0,369.0,118.0,13.24,1,1,1.0,-15.333333333333334,23,5,21.7
1704,UMS-Wright Prep,1705,9.0,0.4,3.0,1.9,1.7,91.2,0.3,1.6,1241.0,388.0,11.05,1,1,1.0,6.722222222222222,36,26,72.2
1706,Vestavia Hills,1707,10.0,0.0,2.3,23.3,39.5,20.9,0.0,13.9,43.0,10.0,6.32,1,1,1.0,16.032258064516128,31,26,83.89999999999999
1723,Westbrook Christian,1724,8.0,0.0,0.4,1.3,3.8,94.2,0.0,0.4,594.0,220.0,11.84,1,1,1.0,9.692307692307692,26,15,57.7
1725,Westminster School at Oak Mountain,1726,9.0,0.3,0.7,0.5,1.3,96.2,0.0,1.0,1739.0,582.0,10.86,1,1,1.0,-5.884615384615385,26,13,50.0
1731,Whitesburg Christian Academy,1732,8.0,0.3,2.5,3.0,2.0,92.2,0.0,0.0,565.0,140.0,13.26,1,1,1.0,-7.285714285714286,29,7,24.1
1743,Antioch Christian Academy,1744,7.0,,,,,,,,211.0,55.0,10.55,1,1,1.0,-19.4,13,1,7.7
1749,Abundant Life Christian Academy,1750,2.0,0.0,0.0,92.5,2.5,5.0,0.0,0.0,84.0,16.0,8.89,1,1,1.0,-47.2,16,0,0.0
1754,Ahoskie Christian,1755,7.0,0.0,1.0,2.0,15.7,0.0,0.0,81.2,223.0,29.0,15.15,1,1,1.0,-8.206896551724139,32,11,34.4
1758,Arborbrook Christian Academy,1759,8.0,0.0,0.0,4.3,3.3,91.0,0.0,1.4,211.0,68.0,7.99,1,1,1.0,-6.555555555555555,18,7,38.9
1765,Asheville School,1766,9.0,0.0,6.8,0.0,8.5,84.8,0.0,0.0,295.0,295.0,7.7,1,1,1.0,13.238095238095235,21,15,71.39999999999999
1784,Bethel Assembly Christian Academy,1785,9.0,0.0,0.0,1.2,0.6,98.2,0.0,0.0,176.0,61.0,9.77,1,1,1.0,-0.4166666666666667,24,14,58.3
1788,Bishop McGuinness,1789,11.0,1.0,5.8,7.1,2.6,74.5,0.0,9.0,380.0,380.0,12.42,1,1,1.0,15.758620689655173,29,20,69.0
1790,Burlington Christian Academy,1791,8.0,0.0,3.4,3.2,10.4,81.7,0.0,1.3,686.0,185.0,11.28,1,1,1.0,10.304347826086955,23,13,56.49999999999999
1797,Caldwell Academy,1798,9.0,0.0,3.2,3.4,4.9,88.6,0.0,0.0,688.0,166.0,30.7,1,1,1.0,0.7333333333333333,30,16,53.3
1802,Cape Fear Academy,1803,9.0,0.3,3.8,2.0,1.2,88.8,0.0,4.0,655.0,244.0,10.2,1,1,1.0,19.52173913043478,23,19,82.6
1805,Cape Fear Christian Academy,1806,9.0,1.3,2.6,3.9,5.2,85.7,1.0,0.3,320.0,83.0,7.23,1,1,1.0,-1.0,27,15,55.60000000000001
1807,Carolina Christian,1808,3.0,0.0,1.0,0.5,1.0,95.7,0.0,1.9,301.0,40.0,10.66,1,1,1.0,-22.235294117647054,17,3,17.599999999999998
1809,Carolina Day,1810,,0.3,2.9,2.5,3.0,85.2,0.3,5.7,621.0,219.0,7.2,1,1,1.0,0.1764705882352941,18,8,44.4
1810,Carolina Friends,1811,8.0,0.8,3.2,2.7,5.1,78.9,0.0,9.3,514.0,177.0,7.19,1,1,1.0,-5.764705882352941,17,7,41.2
1812,Cardinal Gibbons,1813,12.0,0.0,2.7,7.8,3.4,81.6,1.0,3.5,1545.0,1545.0,14.99,1,1,1.0,2.703703703703704,27,16,59.3
1819,Cary Christian,1820,11.0,0.0,12.7,2.3,4.3,74.8,0.4,5.5,812.0,249.0,13.22,1,1,1.0,6.866666666666666,30,21,70.0
1820,Cary Academy,1821,11.0,0.0,26.1,4.0,7.8,54.0,0.1,8.0,773.0,465.0,9.92,1,1,1.0,8.625,24,16,66.7
1826,Charlotte Catholic,1827,11.0,0.2,5.4,8.3,3.7,81.0,0.2,1.3,1194.0,1194.0,13.65,1,1,1.0,4.821428571428571,28,17,60.7
1829,Charlotte Christian,1830,11.0,0.0,0.0,1.7,11.2,79.3,2.3,5.5,1111.0,415.0,12.22,1,1,1.0,2.7666666666666666,30,14,46.7
1830,Charlotte Country Day School,1831,11.0,0.2,4.3,2.3,8.5,81.3,0.0,3.5,1683.0,520.0,9.15,1,1,1.0,-0.1290322580645161,31,16,51.6
1833,Charlotte Latin,1834,12.0,0.2,5.7,1.5,3.8,84.4,0.1,4.3,1481.0,520.0,10.81,1,1,1.0,11.88888888888889,27,23,85.2
1840,Christ the Cornerstone Academy,1841,5.0,13.4,1.6,2.7,9.6,71.1,0.0,1.6,212.0,30.0,8.46,1,1,1.0,10.789473684210526,19,14,73.7
1841,Christ School,1842,11.0,0.4,5.8,2.5,7.2,84.2,0.0,0.0,278.0,248.0,6.81,1,1,1.0,7.407407407407407,27,16,59.3
1843,Christ the King,1844,11.0,0.0,3.1,10.9,1.6,82.6,0.3,1.6,321.0,321.0,11.15,1,1,1.0,3.392857142857143,28,15,53.6
1847,Coastal Christian,1848,8.0,0.0,0.7,3.8,2.1,93.4,0.0,0.0,289.0,289.0,12.35,1,1,1.0,8.461538461538462,26,15,57.7
1852,Combine Academy National,1853,3.0,0.0,0.0,11.6,47.7,40.7,0.0,0.0,86.0,86.0,11.32,1,1,1.0,14.870967741935484,31,26,83.89999999999999
1853,Community Christian,1854,11.0,0.0,1.4,7.9,11.5,75.9,0.0,3.2,357.0,79.0,9.93,1,1,1.0,-0.5333333333333333,17,8,47.1
1857,Community Baptist,1858,6.0,0.0,2.5,1.3,10.1,86.1,0.0,0.0,221.0,44.0,8.32,1,1,1.0,1.7037037037037035,28,17,60.7
1860,Concord Academy,1861,9.0,0.0,2.9,6.5,18.1,63.5,0.4,8.7,763.0,214.0,12.68,1,1,1.0,3.212121212121212,33,17,51.5
1861,Cornerstone Christian Academy,1862,7.0,0.0,1.5,7.6,38.6,45.4,0.8,6.1,144.0,13.0,11.0,1,1,1.0,8.470588235294118,17,9,52.900000000000006
1865,Cramerton Christian Academy,1866,8.0,0.0,0.9,3.4,8.0,86.5,0.3,0.9,449.0,99.0,7.05,1,1,1.0,-5.0,24,7,29.2
1868,Covenant Day,1869,11.0,0.0,47.4,3.0,5.9,40.8,0.0,3.0,876.0,340.0,12.41,1,1,1.0,1.34375,32,16,50.0
1869,Croatan,1870,11.0,0.0,0.0,22.7,4.6,72.7,0.0,0.0,22.0,3.0,10.48,1,1,1.0,-25.8,20,1,5.0
1876,Davidson Day,1877,,0.4,2.9,2.0,6.2,86.7,0.0,1.8,496.0,166.0,7.59,1,1,1.0,-15.72222222222222,19,7,36.8
1882,Durham Academy,1883,11.0,0.9,13.0,2.0,8.0,61.9,0.2,14.0,1229.0,452.0,7.0,1,1,1.0,-5.521739130434782,23,8,34.8
1910,Emerson Waldorf,1911,5.0,0.0,1.7,6.8,5.1,75.7,0.0,10.6,249.0,49.0,5.23,1,1,1.0,16.40909090909091,22,14,63.6
1923,Fayetteville Academy,1924,11.0,1.1,7.6,3.2,12.2,64.6,0.0,11.4,388.0,109.0,14.8,1,1,1.0,-0.36,25,14,56.00000000000001
1927,Fayetteville Street Christian,1928,6.0,,,,,,,,189.0,25.0,14.15,1,1,1.0,-18.7,20,4,20.0
1930,Fletcher,1931,7.0,0.0,0.0,1.7,11.2,79.3,2.3,5.5,1111.0,415.0,12.22,1,1,1.0,-16.866666666666667,15,3,20.0
1931,Fellowship Christian Academy,1932,4.0,0.0,5.3,0.0,13.3,81.3,0.0,0.0,75.0,27.0,8.72,1,1,1.0,-12.181818181818182,12,2,16.7
1941,Friendship Christian,1942,8.0,,,,,,,,318.0,127.0,7.7,1,1,1.0,-14.476190476190476,21,6,28.6
1942,Freedom Christian Academy,1943,10.0,5.2,1.7,5.9,20.1,60.0,0.6,6.5,590.0,162.0,11.94,1,1,1.0,16.46153846153846,26,19,73.1
1948,GRACE Christian,1949,10.0,0.0,4.5,4.8,7.0,80.4,0.0,3.4,713.0,219.0,12.21,1,1,1.0,4.552631578947368,38,19,50.0
1949,Gaston Christian,1950,9.0,0.0,3.8,3.8,2.9,88.6,0.0,0.8,847.0,218.0,10.38,1,1,1.0,-4.615384615384615,26,12,46.2
1950,Gaston Day,1951,10.0,7.3,4.0,6.9,3.1,72.1,0.2,6.4,511.0,182.0,7.1,1,1,1.0,14.32258064516129,31,27,87.1
1962,Gramercy Christian,1963,8.0,0.0,0.0,5.1,7.2,86.5,0.0,1.3,237.0,75.0,8.75,1,1,1.0,-8.391304347826088,23,8,34.8
1968,Greensboro Day School,1969,11.0,0.1,10.5,2.4,10.1,72.1,0.0,4.8,768.0,321.0,10.07,1,1,1.0,18.666666666666668,36,32,88.9
1970,Greenville Christian Academy,1971,10.0,1.5,2.0,1.5,9.2,85.7,0.0,0.0,207.0,55.0,7.72,1,1,1.0,3.0,20,13,65.0
1972,HOPE Academy,1973,2.0,1.2,4.8,2.4,1.2,86.7,0.6,3.0,165.0,12.0,11.7,1,1,1.0,-9.5,18,7,38.9
1973,Halifax Academy,1974,9.0,0.0,0.8,0.0,2.0,97.2,0.0,0.0,263.0,102.0,14.13,1,1,1.0,-5.047619047619048,21,11,52.400000000000006
1979,Heritage Christian,1980,6.0,0.0,0.0,1.2,0.6,98.1,0.0,0.0,163.0,36.0,15.38,1,1,1.0,-3.2,11,5,45.5
1987,Hickory Christian Academy,1988,8.0,0.0,2.3,1.7,2.1,89.6,0.0,4.2,480.0,140.0,11.98,1,1,1.0,2.5,20,8,40.0
1988,Hickory Grove Christian,1989,11.0,0.0,2.6,6.9,31.2,51.5,0.0,7.7,747.0,237.0,10.8,1,1,1.0,-6.8,25,7,28.000000000000004
1990,Hickory,1991,11.0,0.0,7.7,0.0,0.0,84.6,0.0,7.7,26.0,10.0,3.82,1,1,1.0,22.0,28,26,92.9
1996,Hobgood Charter,1997,4.0,0.0,0.0,0.0,8.0,92.0,0.0,0.0,43.0,25.0,6.1,1,1,1.0,-15.0,20,5,25.0
1997,Hilltop Christian,1998,7.0,0.3,0.9,12.2,7.5,79.1,0.0,0.0,345.0,108.0,15.27,1,1,1.0,0.7857142857142857,28,15,53.6
1998,Hillside,1999,10.0,0.0,10.3,4.8,39.4,39.4,1.2,4.8,215.0,67.0,9.43,1,1,1.0,10.458333333333334,24,19,79.2
2014,Jacksonville Christian Academy,2015,8.0,1.7,0.4,15.2,10.8,64.9,0.0,6.9,241.0,34.0,13.59,1,1,1.0,20.347826086956523,24,18,75.0
2018,John Paul II Catholic,2019,11.0,0.0,0.0,15.4,32.3,52.3,0.0,0.0,130.0,130.0,8.97,1,1,1.0,-4.115384615384615,26,10,38.5
2019,Jacksonville,2020,11.0,0.0,0.0,10.0,30.0,40.0,0.0,20.0,10.0,5.0,5.0,1,1,1.0,1.5714285714285714,22,9,40.9
2034,Lee Christian,2035,8.0,1.9,2.3,5.4,5.0,85.0,0.4,0.0,330.0,80.0,11.4,1,1,1.0,-18.85,20,7,35.0
2053,Living Water Christian,2054,9.0,1.7,0.4,15.2,10.8,64.9,0.0,6.9,241.0,34.0,13.59,1,1,1.0,11.483870967741936,31,25,80.60000000000001
2059,Lumberton,2060,11.0,,,,,,,,211.0,55.0,10.55,1,1,1.0,16.142857142857142,28,21,75.0
2062,Matthews Christian Academy,2063,7.0,0.9,3.5,24.6,22.8,47.4,0.0,0.9,149.0,23.0,9.12,1,1,1.0,1.8571428571428568,21,11,52.400000000000006
2070,Mintz Christian Academy,2071,6.0,2.0,0.0,1.0,3.0,91.1,0.0,3.0,203.0,51.0,9.67,1,1,1.0,-15.636363636363637,13,2,15.4
2071,Moravian Prep,2072,1.0,0.0,0.0,1.2,0.6,98.1,0.0,0.0,163.0,36.0,15.38,1,1,1.0,22.0,28,24,85.7
2077,Mount Calvary Christian,2078,7.0,0.0,7.0,22.6,0.9,69.6,0.0,0.0,115.0,32.0,14.2,1,1,1.0,-1.818181818181818,11,4,36.4
2085,Mount Zion Christian Academy,2086,6.0,0.0,0.0,0.0,88.9,0.0,0.0,11.1,45.0,8.0,5.36,1,1,1.0,8.1875,40,17,42.5
2093,Neuse Christian Academy,2094,6.0,0.0,0.0,2.9,15.9,81.2,0.0,0.0,69.0,37.0,6.7,1,1,1.0,-8.6,20,8,40.0
2097,New Bern Christian Academy,2098,7.0,0.0,2.3,3.7,7.3,86.7,0.0,0.0,300.0,67.0,13.76,1,1,1.0,15.59375,34,26,76.5
2100,New Life Christian Academy,2101,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,305.0,44.0,14.69,1,1,1.0,8.421052631578947,19,12,63.2
2103,Noble Academy,2104,9.0,0.0,3.2,3.4,4.9,88.6,0.0,0.0,688.0,166.0,30.7,1,1,1.0,-23.181818181818183,17,0,0.0
2105,New Life Christian Academy,2106,5.0,0.0,0.0,1.9,86.4,11.6,0.0,0.0,110.0,34.0,7.36,1,1,1.0,10.324324324324325,37,27,73.0
2113,North Hills Christian,2114,4.0,0.0,1.5,4.8,6.6,81.7,0.0,5.4,352.0,83.0,5.9,1,1,1.0,-19.38888888888889,18,4,22.2
2121,North Raleigh Christian Academy,2122,11.0,0.0,2.7,2.0,6.0,89.3,0.0,0.0,1427.0,545.0,19.48,1,1,1.0,-6.310344827586207,29,9,31.0
2146,Oakwood,2147,8.0,0.0,7.0,1.0,10.0,69.9,0.0,12.0,312.0,85.0,9.23,1,1,1.0,-9.3125,16,4,25.0
2148,Oak Ridge Military Academy,2149,10.0,2.0,14.0,6.0,16.0,62.0,0.0,0.0,50.0,37.0,3.88,1,1,1.0,4.95,23,12,52.2
2152,Northwood Temple Academy,2153,8.0,0.0,0.0,7.4,9.3,83.3,0.0,0.0,54.0,10.0,5.09,1,1,1.0,16.742857142857144,35,26,74.3
2176,Positive Day School,2177,2.0,0.0,0.0,3.3,93.3,3.3,0.0,0.0,30.0,5.0,9.09,1,1,1.0,0.1428571428571428,14,7,50.0
2181,Pungo Christian Academy,2182,9.0,0.0,2.3,3.4,2.3,92.0,0.0,0.0,196.0,57.0,7.91,1,1,1.0,3.7777777777777777,27,14,51.9
2188,Providence Day,2189,12.0,0.0,0.0,1.7,11.2,79.3,2.3,5.5,1111.0,415.0,12.22,1,1,1.0,12.535714285714286,28,22,78.60000000000001
2190,Raleigh Christian Academy,2191,8.0,0.5,7.3,26.5,36.1,26.0,0.5,3.2,274.0,69.0,10.0,1,1,1.0,8.133333333333333,30,18,60.0
2195,Ravenscroft,2196,12.0,0.0,0.0,2.9,15.9,81.2,0.0,0.0,69.0,37.0,6.7,1,1,1.0,6.913043478260869,23,14,60.9
2214,Rocky Mount Academy,2215,10.0,1.2,14.4,0.0,3.8,78.7,0.0,1.9,438.0,169.0,9.66,1,1,1.0,22.727272727272727,22,19,86.4
2223,Sheets Memorial Christian,2224,7.0,0.5,1.4,4.2,5.1,77.1,0.5,11.2,291.0,63.0,9.73,1,1,1.0,-1.3157894736842106,19,10,52.6
2226,Scotland Christian Academy,2227,7.0,13.4,1.6,2.7,9.6,71.1,0.0,1.6,212.0,30.0,8.46,1,1,1.0,5.571428571428571,14,10,71.39999999999999
2227,Shining Light Baptist Academy,2228,4.0,0.0,6.9,17.4,13.9,51.4,0.0,10.4,271.0,30.0,11.16,1,1,1.0,-8.473684210526315,19,4,21.1
2228,Shining Light Academy,2229,7.0,0.0,6.9,13.8,42.2,31.9,0.0,5.2,138.0,26.0,9.67,1,1,1.0,18.53333333333333,30,26,86.7
2270,Southview Christian,2271,8.0,0.0,0.0,0.0,93.3,6.7,0.0,0.0,15.0,8.0,1.76,1,1,1.0,-25.0625,17,2,11.8
2275,St. Anne Catholic,2276,5.0,0.0,0.0,10.3,0.0,89.7,0.0,0.0,29.0,7.0,5.37,1,1,1.0,-13.0,18,8,44.4
2277,St. Thomas More Academy,2278,7.0,0.0,6.8,15.3,2.3,71.6,0.0,4.0,176.0,176.0,10.6,1,1,1.0,-24.11111111111111,18,3,16.7
2279,St. Stephens,2280,10.0,0.0,2.3,1.7,2.1,89.6,0.0,4.2,480.0,140.0,11.98,1,1,1.0,5.074074074074074,27,16,59.3
2281,Statesville Christian,2282,9.0,0.0,0.7,7.4,3.6,86.9,0.0,1.4,282.0,112.0,9.28,1,1,1.0,-25.047619047619047,22,3,13.6
2286,Sun Valley,2287,12.0,0.0,6.9,17.4,13.9,51.4,0.0,10.4,271.0,30.0,11.16,1,1,1.0,7.74074074074074,27,16,59.3
2292,Tabernacle Christian,2293,7.0,0.5,2.0,9.5,3.5,73.0,0.0,11.5,234.0,46.0,12.27,1,1,1.0,15.956521739130435,24,18,75.0
2294,Tabernacle Christian,2295,8.0,0.0,0.0,13.6,6.8,75.9,0.0,3.7,206.0,59.0,11.37,1,1,1.0,8.0,39,20,51.3
2296,Terra Ceia Christian,2297,9.0,0.0,0.0,1.7,0.9,94.0,0.0,3.4,116.0,31.0,9.21,1,1,1.0,-3.5,22,8,36.4
2297,Temple Christian,2298,6.0,1.7,1.7,4.3,12.0,75.2,0.0,5.1,131.0,25.0,11.7,1,1,1.0,5.307692307692308,13,9,69.19999999999999
2299,Thales Academy Rolesville,2300,6.0,0.0,1.8,0.9,9.4,86.1,0.0,1.8,545.0,191.0,13.63,1,1,1.0,5.0,23,17,73.9
2300,The Burlington School,2301,8.0,0.3,5.8,5.5,14.4,69.7,0.0,4.3,381.0,107.0,9.43,1,1,1.0,18.7027027027027,37,30,81.10000000000001
2301,Terry Sanford,2302,11.0,0.0,0.0,0.0,95.2,4.8,0.0,0.0,84.0,23.0,5.09,1,1,1.0,9.037037037037036,27,18,66.7
2310,Trinity of Durham and Chapel Hill,2311,7.0,0.6,5.1,5.7,7.4,76.6,0.0,4.6,175.0,60.0,6.41,1,1,1.0,-15.9375,16,4,25.0
2311,Trinity Christian,2312,9.0,0.0,1.2,1.7,9.8,86.2,0.0,1.2,214.0,34.0,7.98,1,1,1.0,7.36,25,15,60.0
2312,Trinity Academy,2313,9.0,0.2,2.2,2.9,2.4,90.0,0.2,2.2,430.0,142.0,10.94,1,1,1.0,18.83333333333333,30,26,86.7
2313,Trinity Christian,2314,8.0,0.0,0.0,5.1,72.7,5.1,0.0,17.2,531.0,100.0,20.4,1,1,1.0,5.434782608695652,23,11,47.8
2318,Union Grove Christian,2319,8.0,0.0,0.8,3.6,3.9,89.7,0.0,2.1,461.0,108.0,13.07,1,1,1.0,5.225806451612903,31,17,54.8
2320,University Christian,2321,8.0,0.0,5.4,2.3,6.9,85.4,0.0,0.0,130.0,130.0,12.26,1,1,1.0,-20.071428571428573,14,4,28.6
2322,United Faith Christian Academy,2323,9.0,0.2,5.7,1.5,3.8,84.4,0.1,4.3,1481.0,520.0,10.81,1,1,1.0,13.72,26,19,73.1
2325,Victory Christian,2326,5.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,176.0,37.0,15.83,1,1,1.0,5.208333333333333,27,15,55.60000000000001
2326,Vandalia Christian,2327,8.0,0.3,1.9,4.0,24.6,64.0,0.3,5.0,401.0,111.0,13.75,1,1,1.0,-4.434782608695652,23,8,34.8
2327,Victory Christian Academy,2328,5.0,0.0,3.4,2.6,19.8,73.3,0.9,0.0,126.0,33.0,11.26,1,1,1.0,10.51851851851852,27,17,63.0
2329,Victory Christian,2330,9.0,2.4,1.2,3.7,1.2,85.4,0.0,6.1,84.0,21.0,10.51,1,1,1.0,11.04,26,16,61.5
2330,Veritas Christian Academy,2331,8.0,0.0,2.4,1.4,1.7,93.9,0.0,0.7,319.0,61.0,6.49,1,1,1.0,8.823529411764707,17,11,64.7
2334,Village Christian Academy,2335,11.0,1.5,4.8,8.3,12.6,67.2,0.4,5.2,518.0,169.0,9.94,1,1,1.0,-7.5,26,7,26.9
2335,Wake Christian Academy,2336,10.0,0.2,2.1,1.6,5.8,84.4,0.1,5.8,867.0,303.0,14.1,1,1,1.0,-14.758620689655173,29,8,27.6
2336,Walnut Grove Christian,2337,5.0,0.0,6.3,3.9,8.7,81.1,0.0,0.0,127.0,41.0,31.75,1,1,1.0,-2.333333333333333,27,16,59.3
2342,Wayne Country Day,2343,10.0,1.7,10.0,3.4,14.5,61.0,0.0,9.3,330.0,149.0,6.5,1,1,1.0,20.24242424242424,33,25,75.8
2347,Wayne Christian,2348,9.0,0.0,1.2,1.4,8.7,83.6,0.0,5.1,571.0,121.0,12.03,1,1,1.0,1.5,24,15,62.5
2350,Wesleyan Christian Academy,2351,10.0,0.0,1.8,1.1,7.0,87.6,0.2,2.2,1026.0,382.0,12.51,1,1,1.0,0.1785714285714285,28,11,39.3
2351,West Bladen,2352,11.0,11.1,0.0,0.0,0.0,88.9,0.0,0.0,37.0,19.0,5.29,1,1,1.0,1.6153846153846154,26,12,46.2
2364,Westchester Country Day,2365,8.0,0.0,3.0,1.2,6.7,83.0,0.0,6.0,413.0,114.0,8.12,1,1,1.0,-10.88888888888889,18,5,27.800000000000004
2372,Westminster Catawba Christian,2373,10.0,0.3,2.8,0.6,7.7,86.9,0.0,1.7,495.0,103.0,7.75,1,1,1.0,-1.7333333333333334,30,14,46.7
2376,White Plains Christian,2377,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,65.0,20.0,4.45,1,1,1.0,-31.77777777777778,10,0,0.0
2384,Wilson Christian Academy,2385,9.0,0.0,2.2,0.7,1.7,93.9,0.0,1.5,461.0,130.0,14.73,1,1,1.0,0.6785714285714286,28,13,46.400000000000006
2386,Woodland Baptist Christian,2387,8.0,0.0,0.0,31.2,0.5,67.2,0.0,1.0,212.0,57.0,10.67,1,1,1.0,-7.571428571428571,21,6,28.6
2390,Winston-Salem Prep,2391,10.0,0.0,16.3,8.7,20.6,51.1,0.0,3.3,92.0,92.0,5.9,1,1,1.0,25.714285714285715,28,25,89.3
2399,Aurora Christian Academy,2400,3.0,0.0,7.0,9.3,0.0,83.7,0.0,0.0,43.0,14.0,5.66,1,1,1.0,14.63157894736842,19,17,89.5
2409,Barstow,2410,8.0,0.2,1.9,5.9,6.0,83.4,0.0,2.5,984.0,984.0,11.58,1,1,1.0,1.4090909090909092,23,9,39.1
2443,Burroughs,2444,8.0,0.3,15.3,3.6,13.0,58.4,0.0,9.4,639.0,438.0,5.51,1,1,1.0,1.588235294117647,18,10,55.60000000000001
2445,Calvary Lutheran,2446,5.0,0.0,0.8,0.8,4.9,93.4,0.0,0.0,122.0,122.0,12.08,1,1,1.0,10.117647058823527,21,12,57.1
2471,Chaminade,2472,9.0,0.0,7.4,2.9,7.6,78.1,0.0,4.0,868.0,573.0,9.2,1,1,1.0,12.06896551724138,29,20,69.0
2479,Christian Academy of Greater St. Louis,2480,5.0,0.0,0.0,2.8,38.0,52.1,0.0,7.0,125.0,32.0,5.77,1,1,1.0,5.8,30,14,46.7
2480,Christian Learning Center,2481,2.0,0.0,0.0,3.8,0.0,96.2,0.0,0.0,85.0,25.0,7.6,1,1,1.0,-1.2222222222222223,27,13,48.1
2481,Christian Fellowship,2482,5.0,0.4,4.7,2.9,3.6,81.8,0.0,6.6,287.0,87.0,9.51,1,1,1.0,19.58333333333333,24,21,87.5
2495,College Heights Christian,2496,6.0,1.6,2.6,1.0,1.0,88.0,0.0,5.8,536.0,145.0,14.91,1,1,1.0,16.17241379310345,29,24,82.8
2501,Cristo Rey Kansas City,2502,5.0,0.3,1.4,57.5,35.1,2.5,1.0,2.1,285.0,285.0,11.13,1,1,1.0,8.705882352941176,17,7,41.2
2510,De Smet Jesuit,2511,11.0,0.0,0.7,2.8,11.5,84.5,0.0,0.5,672.0,672.0,10.35,1,1,1.0,14.047619047619047,21,14,66.7
2519,Eagle Ridge Christian,2520,4.0,0.0,3.9,3.9,4.7,87.6,0.0,0.0,216.0,32.0,10.4,1,1,1.0,-4.954545454545454,23,9,39.1
2521,Duchesne,2522,7.0,1.0,1.6,2.3,7.8,83.5,1.0,2.9,309.0,309.0,11.04,1,1,1.0,-4.473684210526316,22,7,31.8
2524,El Dorado Christian,2525,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,122.0,14.0,7.07,1,1,1.0,-19.375,17,0,0.0
2552,Fort Zumwalt North,2553,7.0,0.3,2.6,3.5,5.1,86.4,0.2,1.9,613.0,272.0,9.06,1,1,1.0,-0.2142857142857142,30,5,16.7
2571,Grandview Christian,2572,5.0,0.0,1.0,6.7,66.4,26.0,0.0,0.0,119.0,46.0,8.0,1,1,1.0,16.5,15,8,53.3
2574,Grandview,2575,6.0,0.0,1.0,6.7,66.4,26.0,0.0,0.0,119.0,46.0,8.0,1,1,1.0,-7.133333333333334,20,3,15.0
2593,Heartland Christian Academy,2594,4.0,0.0,0.0,2.2,3.2,73.1,0.0,21.5,103.0,23.0,4.21,1,1,1.0,-27.125,8,1,12.5
2594,Heartland,2595,5.0,0.0,5.6,5.6,3.7,75.7,0.0,9.4,108.0,39.0,10.39,1,1,1.0,-3.2666666666666666,32,14,43.8
2597,Heritage Academy,2598,4.0,0.0,0.0,7.1,4.8,83.3,0.0,4.8,84.0,37.0,5.42,1,1,1.0,-26.75,9,1,11.1
2599,Heritage Classical Christian Academy,2600,2.0,0.0,0.0,2.1,0.0,87.5,0.0,10.4,48.0,36.0,6.15,1,1,1.0,3.7058823529411766,17,9,52.900000000000006
2600,Heritage Christian Academy,2601,5.0,0.0,2.7,1.6,3.3,91.6,0.0,0.8,608.0,155.0,12.34,1,1,1.0,13.727272727272728,22,15,68.2
2619,Hyman Brand Hebrew Academy,2620,3.0,0.0,0.5,1.9,1.9,95.7,0.0,0.0,208.0,43.0,5.93,1,1,1.0,-3.0526315789473686,19,10,52.6
